longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,Unnamed: 8,ocean_proximity,median_house_value,,median_house_value
-117.69,34.11,16,2427,522,794,491,2.6929,,INLAND,111846,,119300
-118.26,33.83,24,3059,,2064,629,3.5518,,<1H OCEAN,190612,,184600
-120.45,34.64,30,2330,422,1255,449,3.8512,,NEAR OCEAN,249887.01,,134600
-118.3,33.99,44,1458,326,1159,283,1.1645,,<1H OCEAN,110314,,98200
-122.94,38.53,49,1141,239,505,184,3.7143,,<1H OCEAN,249057.04,,148800
-117.29,34.17,35,4174,847,2127,778,3.2232,,INLAND,117330,,88300
-121.88,37.35,49,1728,350,1146,391,3.5781,,<1H OCEAN,207906,,193000
-118.07,33.72,32,1179,250,369,209,5.1824,,NEAR OCEAN,281720.02,,500001
-122.43,37.66,29,3541,786,2259,770,4.3039,,NEAR OCEAN,270443,,278400
-117.21,32.86,16,2800,566,1267,518,3.2794,,NEAR OCEAN,255300.06,,148600
-122.15,37.69,38,1246,221,637,222,3.6625,,NEAR BAY,175087.01,,184600
-122.29,37.92,32,1736,234,602,231,6.516,,NEAR BAY,360001.1,,401000
-122.42,37.75,52,1855,611,1715,614,2.1289,,NEAR BAY,242358,,250000
-119.2,34.15,27,2076,681,1904,647,1.4773,,NEAR OCEAN,231661.02,,160800
-117.04,32.74,5,2878,785,1727,758,1.7179,,NEAR OCEAN,149369,,132000
-122.33,37.56,34,6394,1619,2400,1496,3.4902,,NEAR OCEAN,319656,,500001
-117.44,33.96,29,124,22,50,18,12.5381,,INLAND,422652.47,,112500
-121.94,37,32,2210,426,1082,396,4.1587,,NEAR OCEAN,274894.01,,315200
-121.37,36.89,21,2471,473,1753,451,4.025,,INLAND,163521,,293800
-122.44,37.65,38,5277,1008,2695,997,3.9722,,NEAR OCEAN,283387,,276200
-119.69,36.79,13,1736,313,993,314,3.7697,,INLAND,102057,,83600
-117.34,34.07,46,1851,425,1100,377,2.0461,,INLAND,73699,,90500
-121.09,38.68,15,5218,711,1949,659,4.7083,,INLAND,189591,,213300
-122.04,37.63,33,952,172,369,159,3.2331,,NEAR BAY,190349,,226700
-122.13,37.87,18,1820,220,728,229,10.3713,,NEAR BAY,461779.72,,426100
-121.23,38.04,32,1829,262,677,243,6.1805,,INLAND,238131,,247900
-122.38,40.69,21,1774,370,875,354,1.7422,,INLAND,70973,,61500
-122.12,37.94,22,4949,626,1850,590,10.4549,,NEAR BAY,429330.48,,500001
-118.35,34.15,35,2245,393,783,402,4.1544,,<1H OCEAN,339972.05,,500001
-122.34,37.58,50,2784,743,1622,698,3.8413,,NEAR OCEAN,333304.11,,372200
-118.25,34,29,1419,363,1696,317,2.2813,,<1H OCEAN,130141,,101300
-122.34,37.52,34,3559,560,1747,550,6.6959,,NEAR OCEAN,417219.16,,411200
-118.29,33.88,27,2082,612,2009,548,2.9063,,<1H OCEAN,179789,,184100
-116.85,32.83,17,4234,770,2191,725,3.6445,,<1H OCEAN,155303,,197600
-116.93,32.87,17,3722,670,1561,604,3.6027,,<1H OCEAN,171261,,211900
-117.96,33.93,31,1471,321,841,330,3.46,,<1H OCEAN,184936,,232800
-117.34,33.16,31,2851,458,1286,467,4.5694,,NEAR OCEAN,327330.25,,243700
-117.93,33.78,36,2169,359,1018,370,4.3906,,<1H OCEAN,217908,,231300
-120.9,37.81,27,4213,750,2142,746,3.7031,,INLAND,139124,,173300
-122.28,37.85,52,610,145,281,132,2.9018,,NEAR BAY,185810.03,,119400
-118.47,34.01,44,2017,343,958,382,6.1014,,<1H OCEAN,405519.16,,480100
-122.09,37.38,34,1959,342,849,357,6.2884,,NEAR BAY,390736.06,,414700
-121.84,37.32,22,3015,581,2491,530,4.3419,,<1H OCEAN,188717,,176300
-117.02,32.8,29,1232,243,665,247,3.65,,<1H OCEAN,163114,,168900
-118.08,34.01,34,1914,549,2122,529,2.5969,,<1H OCEAN,169283,,150200
-121.83,37.36,29,4045,885,3036,845,3.1982,,<1H OCEAN,203385,,171700
-118.07,34.16,39,1804,265,730,276,6.4761,,INLAND,370530.1,,397500
-119.72,36.8,23,2128,442,1047,450,2.625,,INLAND,78932,,71500
-120.84,35.35,27,2863,711,930,533,2.6205,,NEAR OCEAN,260820.04,,221100
-117.21,32.86,24,3596,494,1573,492,6.5382,,NEAR OCEAN,385776.24,,326000
-117.24,32.72,39,3819,594,1361,583,6.6013,,NEAR OCEAN,410909.24,,396400
-121.37,38.59,36,2523,401,927,398,3.5179,,INLAND,123892,,207800
-122.46,37.71,52,1642,351,1138,340,4.1406,,NEAR OCEAN,289906,,219500
-121.96,37.99,2,3129,707,1606,698,2.9591,,INLAND,156190,,210100
-117.9,33.83,33,3065,611,2204,606,3.8456,,<1H OCEAN,189154,,211800
-117.03,32.97,16,3936,694,1935,659,4.5625,,<1H OCEAN,199361.01,,231200
-118.4,34.17,24,6347,,2945,1492,3.3545,,<1H OCEAN,244774.02,,221500
-122.25,37.5,45,1812,336,752,329,4.95,,NEAR OCEAN,340950.01,,345000
-120.96,41.12,29,779,136,364,123,2.5,,INLAND,82521,,59200
-118.08,34.14,45,2923,604,1903,560,3.1729,,INLAND,225576,,218700
-118.25,33.9,42,1386,320,1163,319,2.4271,,<1H OCEAN,121980,,89500
-118,33.77,24,1324,267,687,264,3.4327,,<1H OCEAN,204509,,192800
-118.28,33.85,27,489,98,403,97,5.144,,<1H OCEAN,240681.04,,180800
-117.92,33.74,24,5321,1063,4011,1047,4.3882,,<1H OCEAN,228831.01,,189300
-116.95,32.77,25,3308,421,1201,414,6.3191,,<1H OCEAN,308493.06,,303400
-118.04,33.92,34,1995,417,1573,407,3.4907,,<1H OCEAN,176326,,153500
-118.38,34.08,25,4625,1307,1739,1191,3.3989,,<1H OCEAN,357810.11,,485000
-122.23,37.79,49,1175,217,859,219,2.293,,NEAR BAY,111163,,106300
-121.79,38.54,7,1777,513,4479,504,1.4653,,INLAND,123969,,310000
-122.26,37.77,52,1565,315,637,297,4.7778,,NEAR BAY,301144.05,,351800
-117.65,33.49,16,2223,454,628,382,4.3603,,<1H OCEAN,256427.11,,248800
-121.97,37.31,21,7628,2166,3637,1749,3.6401,,<1H OCEAN,219639.01,,267500
-117.1,32.75,23,1858,551,1506,492,1.7446,,NEAR OCEAN,119296,,85200
-122.28,37.85,52,1898,421,1102,397,1.808,,NEAR BAY,123200,,105500
-122.12,37.09,36,1397,289,661,243,4.125,,NEAR OCEAN,288998.06,,239600
-122.65,38.24,24,1948,310,922,313,4.95,,<1H OCEAN,242460,,243600
-118.31,33.84,5,3559,869,2965,794,2.6491,,<1H OCEAN,205090.01,,216700
-122.19,37.78,52,1026,180,469,168,2.875,,NEAR BAY,203737.04,,160000
-119.77,36.84,15,1924,262,848,277,5.3886,,INLAND,150419,,125300
-118.1,34.12,50,1835,231,636,211,11.6471,,<1H OCEAN,500001,,500001
-119.03,35.39,28,4513,764,1593,763,2.9821,,INLAND,95050,,118700
-117.12,32.93,7,1427,243,927,239,5.3625,,<1H OCEAN,230930,,218900
-118.07,34.11,41,2869,563,1627,533,5.0736,,<1H OCEAN,310046.03,,270700
-117.13,32.74,52,1512,321,651,321,3.6852,,NEAR OCEAN,286266.03,,185300
-118.27,34.07,38,1270,556,1692,450,1.87,,<1H OCEAN,161762,,170800
-117.12,32.75,37,2344,546,1134,513,2.4394,,NEAR OCEAN,141145,,118300
-116.9,32.84,18,3612,737,1864,713,2.7069,,<1H OCEAN,146373,,153800
-122.23,37.47,39,5264,1259,3057,1265,3.623,,NEAR OCEAN,330362.02,,276600
-122.13,37.69,17,2380,769,1216,643,3.395,,NEAR BAY,224546,,271300
-122.16,37.69,36,1480,278,796,283,4.3971,,NEAR BAY,217821,,205700
-122.09,37.4,22,1489,436,662,470,3.5179,,NEAR BAY,223730.01,,197200
-117.08,32.59,30,144,52,220,48,2.3929,,NEAR OCEAN,138711,,134400
-122.46,37.65,16,8676,1633,5130,1574,4.8096,,NEAR OCEAN,271956,,262000
-117.67,33.54,16,2102,350,1003,328,4.7981,,<1H OCEAN,227720.02,,170800
-118.33,33.89,39,1880,361,982,357,4.1953,,<1H OCEAN,247733,,226900
-118.35,33.9,13,2887,853,2197,800,2.8777,,<1H OCEAN,207977,,207900
-118.44,34.24,36,1660,301,1225,307,4.095,,<1H OCEAN,199730,,184000
-122.2,37.4,30,2612,338,980,324,10.0481,,NEAR OCEAN,492352.93,,500001
-117.49,33.93,26,2970,576,2156,558,3.9522,,INLAND,125952,,124600
-118.4,33.88,35,1753,296,615,275,7.5,,<1H OCEAN,459773.54,,500001
-118.29,34,6,1487,468,1509,403,1.4639,,<1H OCEAN,119464,,112500
-117.48,34.09,32,1650,328,1124,290,3.1838,,INLAND,106900,,98600
-120.44,37.31,21,6911,1341,3967,1297,3.0515,,INLAND,124941,,95200
-116.94,32.82,35,1737,285,826,294,3.2411,,<1H OCEAN,161779,,159200
-116.23,33.73,29,1133,221,918,239,2.8648,,INLAND,98903,,72100
-117.5,33.93,19,4741,835,2903,796,4.3723,,INLAND,139889,,135600
-117.19,34.07,40,2374,500,1772,455,2.189,,INLAND,77478,,72500
-122.39,37.72,28,1609,340,1064,290,1.1125,,NEAR BAY,162575,,206300
-118.35,33.99,47,2183,380,927,371,4.9531,,<1H OCEAN,272014.01,,180100
-119.93,35.2,29,1649,342,671,264,3.0602,,INLAND,89884,,69800
-117.52,33.88,21,722,178,770,165,2.5656,,INLAND,109802,,102500
-117.15,32.76,43,2361,489,824,470,3.4196,,NEAR OCEAN,214253.06,,302200
-117.05,33.13,17,2385,372,1118,369,4.2813,,<1H OCEAN,185947,,169900
-118.31,33.83,27,2880,802,2083,727,2.9619,,<1H OCEAN,240418.01,,223400
-115.99,33.4,15,1945,536,515,273,2.0109,,INLAND,70083,,54300
-118.15,33.89,30,4426,995,4196,921,3.274,,<1H OCEAN,176599,,148300
-121.94,37.3,25,1455,370,734,331,3.2727,,<1H OCEAN,232714,,262500
-117.94,34.04,33,1493,331,1571,354,3.8864,,<1H OCEAN,169790,,158900
-121.82,36.61,24,2437,438,1430,444,3.8015,,<1H OCEAN,191968,,169100
-116.86,34.24,19,5411,1042,441,185,3.1324,,INLAND,137169.98,,132000
-122.42,38.27,25,3282,566,1244,483,4.5313,,NEAR BAY,259645.01,,308400
-122.39,37.73,52,1070,224,567,207,2.8603,,NEAR BAY,271759.03,,189000
-118.06,33.81,25,3497,513,1839,544,5.4216,,<1H OCEAN,262510,,263000
-118.43,34.23,37,1737,369,1061,356,3.9615,,<1H OCEAN,222733,,173700
-118.26,33.94,44,795,181,716,167,2,,<1H OCEAN,105978,,90300
-117.99,33.86,20,2303,612,1607,564,2.9,,<1H OCEAN,180917,,176100
-118.33,34.04,48,2437,443,1400,426,2.628,,<1H OCEAN,161597.01,,251100
-116.92,32.84,16,4675,834,2188,817,4.6674,,<1H OCEAN,186841,,178000
-121.44,38.58,43,1806,339,764,341,3.9271,,INLAND,145144,,147100
-118.11,34.12,52,2954,371,1152,347,11.5609,,<1H OCEAN,500001,,500001
-119.82,36.83,14,2982,412,1408,423,5.3241,,INLAND,159247,,123000
-120.63,36.98,20,2380,489,1581,505,2.0595,,INLAND,74439,,61300
-118.69,34.18,11,1177,138,415,119,10.0472,,<1H OCEAN,455604.76,,500001
-118.1,33.89,34,2242,436,1483,443,4.4934,,<1H OCEAN,213376,,185600
-118.29,34.07,24,4021,1707,3727,1529,1.7365,,<1H OCEAN,282410.01,,112500
-117.37,33.94,14,9286,1269,3565,1238,6.6635,,INLAND,237965,,219600
-117.05,34.01,27,5484,1205,2645,1131,2.1927,,INLAND,93408,,116700
-122.28,37.83,52,3108,813,1623,765,2.6997,,NEAR BAY,205385.01,,126900
-117.42,33.89,4,80,10,55,13,7.7197,,INLAND,319013.2,,193800
-122.3,37.89,36,1077,293,518,276,3.0208,,NEAR BAY,154781,,206300
-121.95,37.29,30,3734,813,1834,824,3.4505,,<1H OCEAN,218125,,260000
-122.01,37.97,32,3012,527,1288,512,3.6449,,NEAR BAY,168916,,211500
-118.04,33.84,21,6623,1204,3193,1129,4.5395,,<1H OCEAN,254454.02,,256000
-123.4,39.46,10,4086,831,2111,758,3.2156,,<1H OCEAN,168338,,104400
-121.26,38.69,17,3917,638,1809,564,5.2586,,INLAND,185843,,137000
-121.48,38.49,26,3165,806,2447,752,1.5908,,INLAND,74026,,78600
-119.88,34.43,14,2472,685,1292,621,3.3026,,NEAR OCEAN,221103,,229500
-120.57,40.43,15,2045,461,1121,402,2.6902,,INLAND,94747,,71500
-118.36,33.88,28,1313,319,827,308,2.65,,<1H OCEAN,225144,,260800
-118.1,33.98,33,1927,482,1623,479,3.5268,,<1H OCEAN,175499,,152000
-119.78,36.74,15,1461,415,924,356,2.5045,,INLAND,81572,,90300
-118.24,33.91,38,745,152,721,160,1.875,,<1H OCEAN,104387,,102900
-122.11,37.41,33,1641,284,659,282,6.0884,,NEAR BAY,358622.09,,432900
-122.29,37.54,39,1459,285,761,291,5.0081,,NEAR OCEAN,335997.06,,298100
-116.22,33.72,28,826,258,979,245,1.7172,,INLAND,68252,,58800
-118.29,34.01,39,751,207,1010,231,1.6036,,<1H OCEAN,123522,,137500
-118.39,33.88,35,1267,216,521,191,6.0441,,<1H OCEAN,352263.05,,470000
-118.37,33.92,36,1075,197,509,197,4.9688,,<1H OCEAN,292958.02,,238900
-118.45,34.07,19,4845,1609,3751,1539,1.583,,<1H OCEAN,286308.01,,350000
-117.92,33.78,35,1654,323,1065,354,3.4837,,<1H OCEAN,202492,,186500
-120.48,35.02,17,2721,477,1672,492,2.9798,,<1H OCEAN,166514,,204800
-121.09,38.03,21,2064,342,1021,359,4.517,,INLAND,167884,,152200
-121.83,36.62,33,2938,576,1516,568,3.5,,<1H OCEAN,192321,,162400
-119.7,34.41,52,1526,458,1633,449,2.2069,,NEAR OCEAN,209962.04,,226500
-122.01,37.58,17,4313,717,2629,721,5.7579,,NEAR BAY,289802.01,,231800
-121.4,38.63,30,3626,834,1577,806,2.517,,INLAND,128206,,130400
-122.44,37.78,39,1181,310,901,281,1.4866,,NEAR BAY,191070,,237500
-119.25,34.28,36,2232,373,951,368,5.2261,,NEAR OCEAN,297062.01,,303200
-119.81,36.85,17,2340,370,1174,396,4.2304,,INLAND,126503,,94400
-121.42,37.75,33,1329,266,683,233,4.3687,,INLAND,171314,,128700
-117.83,33.83,13,3759,489,1496,499,8.3818,,<1H OCEAN,405000.19,,377600
-121.92,37.47,26,2016,322,1105,357,6.0878,,<1H OCEAN,285110,,246900
-117.44,33.94,30,2992,516,1521,507,3.9128,,INLAND,126972,,126900
-121.64,36.74,30,2628,444,1372,432,4.1696,,<1H OCEAN,217734,,175000
-117.07,32.91,5,2234,256,894,253,10.3354,,<1H OCEAN,465898.56,,477600
-121.33,38.04,15,2903,440,1325,423,4.5179,,INLAND,151326,,145600
-118.33,35.64,15,2966,669,1007,465,1.5667,,INLAND,71358,,72500
-114.49,33.97,17,2809,635,83,45,1.6154,,INLAND,94280,,87500
-121.56,37.08,17,6725,1051,3439,1027,6.4313,,<1H OCEAN,323150.08,,393100
-118.04,33.98,25,3040,831,1580,735,2.3182,,<1H OCEAN,196887.08,,182100
-121.89,36.59,18,2700,937,1042,744,3.1364,,NEAR OCEAN,257805.04,,150000
-119.77,36.84,15,2058,412,891,378,3.2569,,INLAND,106488,,124400
-118.39,33.88,33,2543,439,1098,416,5.9683,,<1H OCEAN,353333.1,,495500
-118.51,34.21,36,2396,421,1064,398,4.7,,<1H OCEAN,232822,,223600
-118.15,33.98,17,3361,925,3264,914,2.2813,,<1H OCEAN,164819,,145600
-121.28,38.8,7,9003,1739,4445,1591,3.816,,INLAND,135629,,147900
-122.09,37.94,29,6895,1022,2634,1022,6.1922,,NEAR BAY,327084.03,,273200
-121.38,38.67,38,1001,228,597,226,2.2788,,INLAND,78695,,73400
-119.37,36.35,20,1132,177,518,178,5.3767,,INLAND,156314,,231300
-121.41,39.72,17,1583,331,730,306,2.3895,,INLAND,91066,,87500
-119.79,36.84,22,1529,375,1543,395,1.7926,,INLAND,55555,,51700
-122,38.25,7,11768,1893,6657,1874,4.9222,,INLAND,209470,,142900
-118.05,34.1,36,1606,318,889,294,4.7931,,INLAND,207779,,272600
-122.22,37.77,52,391,128,520,138,1.6471,,NEAR BAY,134487,,95000
-118.16,33.96,24,1635,507,2480,481,2.4432,,<1H OCEAN,167377,,187500
-118.06,34.02,25,3548,639,2653,664,5.2557,,<1H OCEAN,269779,,188800
-122.33,37.56,50,1975,245,644,251,10.0743,,NEAR OCEAN,470412.69,,500001
-121.76,37.33,5,4153,719,2435,697,5.6306,,<1H OCEAN,260023.01,,286200
-118.39,34.2,19,2012,732,3483,731,2.2234,,<1H OCEAN,169516,,181300
-121.96,36.97,23,4324,1034,1844,875,3.0777,,NEAR OCEAN,245003,,263800
-121.98,37.36,35,1293,223,701,216,7.8543,,<1H OCEAN,475064.64,,281900
-119.4,36.59,37,1486,296,977,290,3.5074,,INLAND,89796,,93800
-124.23,41.75,11,3159,616,1343,479,2.4805,,NEAR OCEAN,130711,,73200
-118.25,33.97,43,1735,535,2288,524,1.9119,,<1H OCEAN,116723,,98800
-118.37,34.07,39,2309,526,870,546,3.1677,,<1H OCEAN,339322.18,,453400
-122,37.98,31,2030,337,867,341,5.0915,,INLAND,195067,,193200
-124.13,40.8,31,2152,462,1259,420,2.2478,,NEAR OCEAN,88188,,81100
-122.27,37.9,42,1650,274,645,256,5.6228,,NEAR BAY,312161,,375400
-118.36,33.88,44,1362,237,709,247,4.4271,,<1H OCEAN,285634,,336200
-116.89,33.48,14,1016,219,443,169,2.8071,,INLAND,137410,,137500
-120.98,37.64,40,1791,359,679,322,2.1458,,INLAND,89271,,130300
-118.48,34.2,12,3831,1083,2258,967,2.4375,,<1H OCEAN,203564,,255400
-117.58,33.6,5,5348,659,1862,555,11.0567,,<1H OCEAN,473701.42,,495400
-118.37,34.03,41,1425,285,838,296,3.9732,,<1H OCEAN,242099,,188400
-121.75,38.55,33,2479,382,979,377,4.7308,,INLAND,168933,,236200
-118.01,34.14,20,3350,831,1816,744,2.8352,,INLAND,151819,,161700
-122.47,37.87,36,4471,618,1315,582,11.5706,,NEAR BAY,495031.92,,500001
-117.31,34.07,40,2936,732,2024,676,2.1139,,INLAND,80937,,70900
-118.2,33.9,33,1435,322,1298,299,2.7813,,<1H OCEAN,136402,,105100
-117.09,32.65,20,1445,323,573,334,2.619,,NEAR OCEAN,139565,,145800
-119.64,36.32,32,2205,523,1772,479,1.3569,,INLAND,54610,,43100
-118.03,33.91,35,2323,406,1741,398,4.2437,,<1H OCEAN,202956,,164100
-119.74,34.45,29,2526,388,1092,409,6.0597,,<1H OCEAN,311896.07,,383100
-118.7,34.28,25,2377,491,1200,439,4.7083,,<1H OCEAN,205263,,196100
-121.25,38.01,16,2397,501,1053,557,2.6994,,INLAND,110969,,112500
-118.38,33.88,27,3039,606,1421,564,5.5771,,<1H OCEAN,364458.12,,345500
-122.69,38.51,18,3364,501,1442,506,6.6854,,<1H OCEAN,339191.04,,313000
-117.03,32.71,34,2328,444,1684,429,3.25,,NEAR OCEAN,124264,,99600
-117.77,33.8,16,3973,483,1373,452,9.8074,,<1H OCEAN,457453.37,,417000
-118.34,33.86,35,1936,343,1008,346,5.4791,,<1H OCEAN,267642.01,,285900
-117.3,33.26,23,1678,275,1227,264,4.1713,,<1H OCEAN,239932.08,,133800
-122,37.34,31,3344,620,1604,572,5.2108,,<1H OCEAN,277724.01,,351500
-121.25,38.13,25,1305,270,789,235,3.2993,,INLAND,116478,,91100
-121.22,39.11,14,1405,269,660,228,3.0804,,INLAND,137821,,156800
-118.14,33.95,36,1942,355,891,348,3.6635,,<1H OCEAN,201874,,282100
-118.32,33.93,34,1536,273,804,287,4.9615,,<1H OCEAN,199525,,157800
-119.63,36.76,22,4126,614,1795,613,4.925,,INLAND,135149,,154700
-119.7,34.47,32,3725,569,1304,527,7.7261,,<1H OCEAN,446780.34,,500001
-121.65,36.67,28,1926,556,1717,535,1.9385,,<1H OCEAN,167325,,123200
-117.17,34.49,13,4460,925,2225,840,2.0136,,INLAND,90432,,94100
-118.2,33.86,27,2732,867,1690,794,2.6465,,<1H OCEAN,165649,,160200
-118.56,34.25,31,1962,243,697,242,8.565,,<1H OCEAN,472934.78,,500001
-118.31,34.02,43,2255,533,1568,470,1.6955,,<1H OCEAN,119869,,115200
-119.74,34.44,27,1251,282,503,283,2.8,,NEAR OCEAN,212429,,353000
-118.2,33.96,41,1512,400,1690,367,3.055,,<1H OCEAN,157506.01,,167000
-118.01,33.75,30,3380,722,2269,652,4.525,,<1H OCEAN,210404,,186000
-121.72,36.81,18,1984,379,1078,359,3.2969,,<1H OCEAN,210593,,229900
-118.96,35.37,40,1603,374,1026,337,1.365,,INLAND,53597,,54300
-116.97,32.75,28,3519,583,1720,590,4.7973,,<1H OCEAN,210781.01,,186900
-118.24,34.22,36,2507,517,1232,470,5.529,,<1H OCEAN,306420.01,,241300
-122.39,38.37,33,1066,191,403,163,6.8,,<1H OCEAN,345030.03,,240800
-121.97,37.34,33,3162,,1553,686,3.6682,,<1H OCEAN,224805,,266100
-122.24,37.84,52,3529,574,1177,555,5.1773,,NEAR BAY,359420.15,,389500
-117.93,33.65,35,2133,413,1473,402,4.4211,,<1H OCEAN,267723.11,,215200
-118.29,34.08,25,2459,823,2635,763,2.4,,<1H OCEAN,191413.01,,173900
-120.98,37.62,26,3819,955,3010,932,1.9206,,INLAND,85066,,81300
-121.84,36.59,34,3852,733,1661,696,4.3269,,<1H OCEAN,238018,,221300
-117.05,32.68,35,3414,580,1761,522,3.9922,,NEAR OCEAN,148513,,129800
-116.92,32.77,16,2770,406,1269,429,6.6783,,<1H OCEAN,288709.07,,275000
-120.67,35.63,8,2690,410,1085,381,4.2841,,<1H OCEAN,239727,,256700
-119.03,36.06,36,1925,443,1405,422,2.162,,INLAND,60547,,51900
-118.42,34.16,25,2769,566,1201,545,3.6641,,<1H OCEAN,306954.06,,386100
-117.85,33.79,52,2102,403,898,365,3.6827,,<1H OCEAN,280109,,236800
-118.17,34.04,38,385,102,402,95,1.625,,<1H OCEAN,170043.01,,129700
-121.85,37.27,17,1957,261,863,269,7.3339,,<1H OCEAN,324314.01,,294200
-117.37,33.18,19,1931,509,855,394,2.6979,,NEAR OCEAN,218320.08,,266700
-122.23,37.8,52,783,184,488,186,1.9375,,NEAR BAY,140223,,126600
-121.23,37.94,20,268,78,77,49,1.125,,INLAND,95915,,150000
-119.71,34.36,34,1706,276,628,243,4.1842,,NEAR OCEAN,289338.03,,364000
-121.28,38.02,8,1868,392,1258,389,3.175,,INLAND,129854,,95900
-118.41,34.02,27,2224,618,1594,625,3.0833,,<1H OCEAN,285421.02,,315500
-122,37.36,25,3534,949,1880,849,3.4238,,<1H OCEAN,232359,,337000
-118.85,34.2,28,2040,297,848,280,6.7612,,<1H OCEAN,376012.12,,323700
-121.94,37.54,31,2537,382,1067,410,6.7599,,<1H OCEAN,397514.1,,356000
-121.94,37.24,26,2561,388,1165,393,7.3522,,<1H OCEAN,363000.05,,363800
-122.16,37.75,46,954,161,429,154,2.925,,NEAR BAY,126740,,142900
-118.58,34.18,28,908,142,368,143,5.6159,,<1H OCEAN,309397.01,,340500
-122.17,37.72,46,1369,284,766,289,3.5313,,NEAR BAY,166623,,159700
-121.93,37.26,39,1103,175,446,163,2.8125,,<1H OCEAN,225807.01,,291300
-121.8,37.27,10,3301,593,2190,575,6.223,,<1H OCEAN,306977.05,,260700
-122.41,37.59,34,3931,622,1717,621,6.2946,,NEAR OCEAN,363386.09,,450000
-117.71,33.47,14,3894,672,1490,629,6.5206,,<1H OCEAN,370239.37,,368500
-121.54,40.06,17,858,262,47,27,2.4028,,INLAND,102556,,67500
-118.3,34.25,44,1442,285,859,292,4.5833,,<1H OCEAN,253502,,197300
-122.45,37.66,36,5456,926,2761,916,4.7755,,NEAR OCEAN,272893.01,,280700
-119.01,35.33,32,3068,628,1897,607,2.4234,,INLAND,79435,,63700
-122.29,37.78,42,1241,309,821,300,1.9427,,NEAR BAY,124774,,102200
-118.04,33.95,35,1945,357,1227,359,5.2162,,<1H OCEAN,216636,,171900
-121.94,37.33,34,1809,317,863,302,4.3,,<1H OCEAN,255844,,330500
-122.12,37.64,40,432,102,264,77,3.8875,,NEAR BAY,198856,,228100
-118.12,34.07,43,1050,252,820,244,2.025,,<1H OCEAN,151146,,215600
-122.08,37.92,28,2377,469,1068,435,4.4561,,NEAR BAY,229920,,250000
-122.23,37.42,16,1945,320,512,300,7.4542,,NEAR OCEAN,382994.29,,500001
-120.38,36.76,12,932,244,1043,243,1.4038,,INLAND,68871,,54300
-122.89,39.42,16,411,114,26,19,0.4999,,INLAND,94449,,73500
-122.91,38.43,19,1968,350,852,308,4.6705,,<1H OCEAN,240915.01,,269800
-120.84,37.53,14,3643,706,2070,697,3.1523,,INLAND,126712,,141800
-120.79,37.49,44,1186,225,687,234,3.4167,,INLAND,121965,,160700
-117.09,33.03,17,2786,396,1228,396,6.4211,,<1H OCEAN,277470.04,,220700
-119.46,35.13,46,2745,543,1423,482,2.1955,,INLAND,72485,,26900
-118.06,33.91,21,2863,701,1489,621,3.2031,,<1H OCEAN,202234,,180700
-118.26,34.15,18,2481,756,1763,675,2.8088,,<1H OCEAN,195277,,247500
-118.2,34.69,5,9076,1503,7694,1278,4.875,,INLAND,158880,,163400
-119.03,34.23,21,3284,487,1832,521,5.2773,,<1H OCEAN,242891.01,,250800
-118.23,34.13,47,1162,235,781,268,4.6528,,<1H OCEAN,243193,,244400
-117.15,34.03,32,2832,393,1033,385,6.5648,,INLAND,251404.03,,237200
-118.52,34.19,37,1892,347,1039,343,4.8295,,<1H OCEAN,242527,,212100
-122.64,37.96,29,377,58,151,67,9.5551,,NEAR OCEAN,429408.44,,500001
-121.51,38.57,36,613,166,425,147,2.2031,,INLAND,86693,,93800
-122.52,37.9,16,1704,402,689,348,4.4239,,NEAR BAY,306437.01,,267100
-118.32,33.98,49,1412,333,901,328,1.7067,,<1H OCEAN,125636,,118600
-118.47,34.42,17,913,228,530,201,3.038,,<1H OCEAN,170267,,238500
-122.4,37.68,36,3595,815,1649,755,3.3816,,NEAR BAY,272286,,253400
-117.9,33.67,25,639,98,311,93,6.6833,,<1H OCEAN,330217.15,,275900
-122.52,37.95,33,4448,631,1675,628,7.8904,,NEAR BAY,427547.18,,468800
-119.5,36.62,34,1440,267,1018,265,2.2206,,INLAND,61269,,63400
-117.13,34.39,29,2251,464,855,315,3.4183,,INLAND,115553.99,,104100
-122.1,37.63,18,9963,2031,5613,1946,3.8171,,NEAR BAY,191053,,187200
-119.75,36.83,15,2793,436,1411,441,4.9292,,INLAND,126485,,109400
-122.1,37.64,28,1784,311,735,278,4.6635,,NEAR BAY,243507,,206700
-118.02,33.76,25,1759,404,1404,385,3.6289,,<1H OCEAN,179495,,195800
-122.19,39.92,20,2563,658,1363,611,1.023,,INLAND,81211,,54200
-117.94,33.77,32,714,142,654,154,4.5052,,<1H OCEAN,192993,,170800
-120.96,37.65,34,1700,325,972,326,2.4485,,INLAND,114685,,95500
-122.4,40.71,22,2390,484,1131,452,2.1458,,INLAND,74667,,84700
-121.67,40.89,17,2548,537,1118,461,2.267,,INLAND,89652,,57800
-118.59,34.47,5,538,98,8733,105,4.2391,,INLAND,170437.99,,154600
-117.53,33.97,29,1430,273,872,283,4.0833,,INLAND,134765,,141000
-118.3,34.05,31,1744,720,2034,633,2.2684,,<1H OCEAN,211191,,193800
-117.93,34.09,34,2192,431,1376,428,3.9861,,<1H OCEAN,185734,,163900
-117.36,33.18,26,5550,1153,2372,1058,2.5509,,NEAR OCEAN,185884.06,,181800
